,BOOK_ID,FILENAME,LIBRARIES,TITLE,AUTH_LAST,AUTH_FIRST,AUTH_ID,WRITTEN_AS,PUBL_CITY,PUBLISHER,PUBL_DATE,SOURCE,NATIONALITY,GENRE,CLEAN?,SUBSET
4518,21592,00021592.txt,581,Hotel Transylvania,Yarbro,Chelsea Quinn,A_03735,,New York,St. Martin's Press,1978,k,American,,c,CTRL
4521,21595,00021595.txt,193,Blood ties,Adler,Warren,A_00024,,New York,Putnam,1979,k,American,,c,CTRL
4523,21597,00021597.txt,782,Castle Roogna,Anthony,Piers,A_00077,,New York,Ballantine Books,1979,k,American,,c,SENT
4534,21608,00021608.txt,332,Dinah Faire,Coffman,Virginia,A_00685,,New York,Arbor House,1979,k,American,,c,PARG
4535,21609,00021609.txt,206,Brain,Cook,Robin,A_00725,,New York,Signet,1979,k,American,,c,NOVL
4540,21614,00021614.txt,284,The murder of Lawrence of Arabia,Eden,Matthew,A_01053,,New York,Crowell,1979,k,Canadian,,c,PARG
4542,21616,00021616.txt,236,The establishment,Fast,Howard,A_01139,,Boston,Houghton Mifflin Co.,1979,k,American,,c,NOVL
4550,21624,00021624.txt,514,The dogs of March,Hebert,Ernest,A_01607,,New York,Viking Press,1979,k,American,,c,CTRL
4560,21634,00021634.txt,824,Only children,Lurie,Alison,A_02150,,New York,Random House,1979,k,American,,c,PARG
4563,21637,00021637.txt,300,Watchtower,Lynn,Elizabeth A,A_02162,,New York,Berkley Pub. Corp. : Distributed by Putnam,1979,k,American,,c,PARG
4571,21645,00021645.txt,823,Calypso,McBain,Ed,A_02291,,New York,Viking Press,1979,k,American,,c,CTRL
4578,21652,00021652.txt,409,The totem,Morrell,David,A_02476,,New York,M. Evans,1979,k,American,,c,NOVL
4580,21654,00021654.txt,288,A ghost in the music,Nichols,John Treadwell,A_02553,,New York,Henry Holt & Co.,1979,k,American,,c,NOVL
4596,21671,00021671.txt,493,The fulfillment,Spencer,LaVyrle,A_03220,,New York/N.Y.,. : Avon,1979,k,American,,c,SENT
4597,21672,00021672.txt,329,A wizard in Bedlam,Stasheff,Christopher,A_03234,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1979,k,American,,c,SENT
4599,21674,00021674.txt,487,Nothing lasts forever,Thorp,Roderick,A_03377,,New York,Norton,1979,k,American,,c,CTRL
4610,21685,00021685.txt,149,Macrolife,Zebrowski,George,A_03754,,New York,Harper & Bros.,1979,k,American,,c,SENT
4623,21698,00021698.txt,285,The star sailors,Bennett,G. L.,A_00256,,New York,St. Martin's Press,1980,k,American,,c,PARG
4624,21699,00021699.txt,725,The burglar who studied Spinoza,Block,Lawrence,A_00311,,New York,Random House,1980,k,American,,c,CTRL
4630,21705,00021705.txt,397,Songmaster,Card,Orson Scott,A_00548,,New York,Dial Press,1980,k,American,,,NOVL
4633,21708,00021708.txt,1026,The old neighborhood,Corman,Avery,A_00752,,New York,Linden Press/Simon & Schuster,1980,k,American,,c,NOVL
4641,21717,00021717.txt,388,Motor City blue,Estleman,Loren D,A_01101,,Boston,Houghton Mifflin Co.,1980,k,American,,c,SENT
4653,21729,00021729.txt,301,The invisible city,Hamill,Pete,A_01518,,New York,Random House,1980,k,American,,c,SENT
4658,21734,00021734.txt,363,Aries rising,Herzog,Arthur,A_01639,,New York,R. Marek,1980,k,American,,c,CTRL
4671,21747,00021747.txt,240,The voice of the night,Koontz,Dean R.,A_01948,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1980,k,American,,,CTRL
4675,21751,00021751.txt,258,Meeting Rozzy halfway,Leavitt,Caroline,A_02019,,New York,Seaview Books,1980,k,American,,c,SENT
4688,21764,00021764.txt,1073,So long: see you tomorrow,Maxwell,William,A_02283,,New York,Alfred A. Knopf,1980,k,American,,c,NOVL
4694,21770,00021770.txt,2207,Bellefleur,Oates,Joyce Carol,A_02596,,New York,E.P. Dutton,1980,k,American,CAN,c,PARG
4698,21774,00021774.txt,212,The spinner,Piserchia,Doris,A_02757,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1980,k,American,,c,SENT
4704,21780,00021780.txt,1091,Still life with Woodpecker,Robbins,Tom,A_02919,,New York,Bantam Books,1980,k,American,,c,CTRL
4713,21790,00021790.txt,1152,Lord Valentine's castle,Silverberg,Robert,A_03141,,New York,Harper & Bros.,1980,k,American,,c,PARG
4718,21797,00021797.txt,241,A woman of valor,Topol,Allan,A_03397,,New York,Morrow,1980,k,American,,c,PARG
4726,21805,00021805.txt,764,Hearts,Wolitzer,Hilma,A_03693,,New York,"""Farrar, Straus, & Giroux""",1980,k,American,,c,NOVL
4727,21806,00021806.txt,278,American quartet,Adler,Warren,A_00024,,New York,Arbor House,1981,k,American,,c,SENT
4731,21810,00021810.txt,317,Radix,Attanasio,A. A,A_00101,,New York,Morrow,1981,k,American,,c,SENT
4741,21821,00021821.txt,392,Downbelow station,Cherryh,C. J,A_00634,,New York,Daw Books,1981,k,American,,c,PARG
4743,21823,00021823.txt,2286,Noble house,Clavell,James,A_00663,,New York,Delacorte Press,1981,k,American,,c,SENT
4745,21825,00021825.txt,1092,The midwife,Courter,Gay,A_00763,,Boston,Houghton Mifflin Co.,1981,k,American,,c,CTRL
4749,21829,00021829.txt,1182,Cathedral,DeMille,Nelson,A_00910,,New York,Delacorte Press,1981,k,American,,,PARG
4770,21851,00021851.txt,331,Slade's glacier,Jones,Robert F.,A_01842,,New York,Simon & Schuster,1981,k,American,,c,PARG
4775,21856,00021856.txt,167,The beginning place,Le Guin,Ursula K.,A_02013,,New York/Toronto,Bantam Booksantam Books,1981,k,American,SCI,c,PARG
4783,21864,00021864.txt,507,The many-colored land,May,Julian,A_02284,,Boston,Houghton Mifflin Co.,1981,k,American,,c,NOVL
4791,21872,00021872.txt,332,The fields of home,Moody,Ralph,A_02450,,,Lincoln : University of Nebraska Press,1981,k,American,,c,NOVL
4797,21878,00021878.txt,316,Horn crown,Norton,Andre,A_02573,,New York,DAW Books,1981,k,American,,c,CTRL
4799,21880,00021880.txt,977,The curse of the Pharaohs,Mertz,Barbara,A_02380,2.0,New York,"""Dodd, Mead""",1981,k,American,,c,NOVL
4813,21894,00021894.txt,190,Whalesong,Siegel,Robert,A_03136,,Ill.,Crossway Books,1981,k,American,,c,CTRL
4814,21896,00021896.txt,525,For richer: for poorer,Stewart,Edward,A_03266,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1981,k,American,,c,NOVL
4831,21913,00021913.txt,337,Childsong,Wood,Barbara,A_03696,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1981,k,American,,c,CTRL
4837,21919,00021919.txt,154,Cobalt,McDowell,Michael McEachern,A_02327,1.0,New York/N.Y.,. : St. Martin's Press,1982,k,American,,c,PARG
4846,21928,00021928.txt,1065,War brides,Battle,Lois,A_00197,,New York/N.Y.,. : St. Martin's Press,1982,k,American,,c,CTRL
4847,21929,00021929.txt,488,No enemy but time,Bishop,Michael,A_00292,,New York,Timescape : Distributed by Simon & Schuster,1982,k,American,,c,NOVL
4848,21930,00021930.txt,583,Eight million ways to die,Block,Lawrence,A_00311,,New York/N.Y.,. : Arbor House,1982,k,American,,c,CTRL
4856,21938,00021938.txt,1855,A cry in the night,Clark,Mary Higgins,A_00660,,New York,Simon & Schuster,1982,k,American,,,PARG
4869,21951,00021951.txt,223,The bombing officer,Doolittle,Jerome,A_00975,,New York,E.P. Dutton,1982,k,American,,c,SENT
4873,21955,00021955.txt,457,The Midnight Man,Estleman,Loren D,A_01101,,Boston,Houghton Mifflin Co.,1982,k,American,,c,NOVL
4883,21965,00021965.txt,1581,The white plague,Herbert,Frank,A_01633,,New York,Putnam,1982,k,American,,c,SENT
4884,21966,00021966.txt,948,The dark wind,Hillerman,Tony,A_01655,,New York,Harper & Bros.,1982,k,American,,c,CTRL
4891,21974,00021974.txt,202,The gunslinger,King,Stephen,A_01912,,,"""West Kingston, R.I. : Donald M. Grant""",1982,k,American,,,NOVL
4898,21981,00021981.txt,277,Channel's destiny,Lorrah,Jean,A_02126,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1982,k,American,,c,NOVL
4913,21996,00021996.txt,1245,Cadillac Jack,McMurtry,Larry,A_02354,,New York,Simon & Schuster,1982,k,American,,c,CTRL
4918,22001,00022001.txt,667,Ask the cards a question,Muller,Marcia,A_02501,,New York,St. Martin's Press,1982,k,American,,c,SENT
4923,22007,00022007.txt,816,Indemnity only,Paretsky,Sara,A_02646,,New York,Dial Press,1982,k,American,,c,PARG
4947,22031,00022031.txt,425,Sleepwalking,Wolitzer,Meg,A_03694,,New York,Random House,1982,k,American,,c,SENT
4953,22037,00022037.txt,982,On a pale horse,Anthony,Piers,A_00077,,New York,Ballantine,1983,k,American,,c,CTRL
4983,22069,00022069.txt,719,Magician's gambit,Eddings,David,A_01051,,New York/N.Y.,. : Ballantine,1983,k,American,,,NOVL
4993,22079,00022079.txt,401,This year in Jerusalem,Gross,Joel,A_01475,,New York,Putnam's,1983,k,American,,c,SENT
4996,22082,00022082.txt,302,The headmaster's papers,Hawley,Richard A,A_01590,,,"""Middlebury, Vt. : P.S. Eriksson""",1983,k,American,,c,NOVL
5000,22086,00022086.txt,375,He done her wrong,Kaminsky,Stuart M,A_01854,,New York,St. Martin's Press,1983,k,American,,c,NOVL
5002,22088,00022088.txt,900,Shadow of death,Kienzle,William X,A_01903,,Kansas City/Kan.,. : Andrews & McMeel,1983,k,American,,c,SENT
5003,22089,00022089.txt,218,The life of Byron Jaynes,Kunstler,James Howard,A_01962,,New York,Norton,1983,k,American,,c,PARG
5006,22092,00022092.txt,994,Stick,Leonard,Elmore,A_02043,,New York,Arbor House,1983,k,American,,c,SENT
5026,22112,00022112.txt,389,The widening gyre,Parker,Robert B.,A_02653,,,"""Thorndike, Me. : Thorndike Press""",1983,k,American,,c,NOVL
5031,22117,00022117.txt,539,Bindlestiff,Pronzini,Bill,A_02816,,New York,St. Martin's Press,1983,k,American,,c,PARG
5032,22118,00022118.txt,453,Long voyage back,Rhinehart,Luke,A_02880,,New York,Delacorte Press,1983,k,American,,c,CTRL
5039,22125,00022125.txt,383,The Prince of Berlin,Sherman,Dan,A_03110,,New York,Arbor House,1983,k,American,,c,PARG
5044,22130,00022130.txt,220,Tik-tok,Sladek,John Thomas,A_03157,,London,Gollancz,1983,k,American,,c,CTRL
5046,22132,00022132.txt,246,Doctor Blues,Smith,Mark,A_03179,,New York,Morrow,1983,k,American,,c,PARG
5052,22138,00022138.txt,628,Missionary stew,Thomas,Ross,A_03366,,New York,Simon & Schuster,1983,k,American,,c,SENT
5053,22139,00022139.txt,242,Lyonesse: Suldrun's garden,Vance,Jack,A_03462,,New York,Berkley Books,1983,k,American,,c,CTRL
5061,22147,00022147.txt,1543,Superior women,Adams,Alice,A_00012,,New York,Alfred A. Knopf,1984,k,American,,c,CTRL
5066,22152,00022152.txt,314,Say goodbye to Sam,Arlen,Michael,A_00082,,New York,"""Farrar, Straus, & Giroux""",1984,k,American,,c,SENT
5073,22159,00022159.txt,310,Surrender in moonlight,Blake,Jennifer,A_00301,,New York,Fawcett Columbine,1984,k,American,,c,SENT
5075,22161,00022161.txt,599,Budding prospects,Boyle,T. Coraghessan,A_00358,,New York,Viking,1984,k,American,,c,PARG
5115,22202,00022202.txt,988,West of Eden,Harrison,Harry,A_01568,,New York/Toronto,Bantam Booksantam Books,1984,k,American,,c,NOVL
5125,22214,00022214.txt,609,Sarah Phillips,Lee,Andrea,A_02024,,New York,Random House,1984,k,American,,c,PARG
5127,22216,00022216.txt,267,RenSime,Lichtenberg,Jacqueline,A_02068,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1984,k,American,,c,SENT
5132,22221,00022221.txt,965,The Convivial Codfish,MacLeod,Charlotte,A_02195,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1984,k,American,,c,CTRL
5146,22235,00022235.txt,1145,Possessions,Michael,Judith,A_02387,,New York,Poseidon Press,1984,k,American,,c,CTRL
5148,22237,00022237.txt,664,A death in China,Montalbano,William D,A_02446,,New York,Atheneum,1984,k,American,,c,PARG
5166,22255,00022255.txt,918,Quicksilver,Pronzini,Bill,A_02816,,New York,St. Martin's Press,1984,k,American,,c,NOVL
5180,22269,00022269.txt,450,Sourdough wars,Smith,Julie,A_03176,,New York,Walker,1984,k,American,,c,NOVL
5185,22274,00022274.txt,490,The killing anniversary,St. James,Ian,A_03229,,New York,Morrow,1984,k,British,,c,PARG
5186,22275,00022275.txt,211,On the other hand: death,Lipez,Richard,A_02090,1.0,New York,St. Martin's Press,1984,k,American,,c,CTRL
5187,22276,00022276.txt,401,A time between,Streshinsky,Shirley,A_03294,,New York,Putnam,1984,k,American,,c,NOVL
5194,22283,00022283.txt,1532,The miracle,Wallace,Irving,A_03496,,New York,E.P. Dutton,1984,k,American,,c,SENT
5214,22303,00022303.txt,1204,Love always,Beattie,Ann,A_00219,,New York,Random House,1985,k,American,,c,CTRL
5231,22322,00022322.txt,480,Prey,Cline,C. Terry,A_00670,,New York/N.Y.,. : New American Library,1985,k,American,,c,NOVL
5235,22326,00022326.txt,1710,Mindbend,Cook,Robin,A_00725,,New York,Putnam,1985,k,American,,c,PARG
5241,22332,00022332.txt,396,Puttering about in a small land,Dick,Philip K,A_00929,,Chicago/Ill.,. : Academy  Publishers,1985,k,American,SCI,c,NOVL
5255,22346,00022346.txt,302,The road to Los Angeles,Fante,John,A_01122,,,Santa Barbara : Black Sparrow Press,1985,k,American,,c,SENT
5257,22348,00022348.txt,204,Glory hole murders,Fennelly,Tony,A_01148,,New York,Carroll & Graf Publishers,1985,k,American,,c,CTRL
5271,22362,00022362.txt,360,Until proven guilty,Jance,Judith A,A_01786,,New York/N.Y.,. : Avon,1985,k,American,,c,SENT
5276,22367,00022367.txt,832,Lake Wobegon days,Keillor,Garrison,A_01872,,,"""Thorndike, Me. : Thorndike Press""",1985,k,American,,c,SENT
5279,22370,00022370.txt,2291,Glitz,Leonard,Elmore,A_02043,,New York,Arbor House,1985,k,American,,c,CTRL
5295,22386,00022386.txt,238,Lonesome dove,McMurtry,Larry,A_02354,,New York,Simon & Schuster,1985,k,American,,c,NOVL
5296,22387,00022387.txt,293,The sheriff and the branding iron murders,Meredith,D. R.,A_02372,,New York,Walker,1985,k,American,,c,PARG
5312,22403,00022403.txt,908,Killing orders,Paretsky,Sara,A_02646,,New York,Morrow,1985,k,American,,c,NOVL
5314,22405,00022405.txt,641,Private screening,Patterson,Richard North,A_02672,,New York,Villard Books,1985,k,American,,c,CTRL
5335,22427,00022427.txt,597,Her first American,Segal,Lore Groszmann,A_03077,,New York,Alfred A. Knopf,1985,k,American,,c,PARG
5337,22429,00022429.txt,540,Fine,Shem,Samuel,A_03105,,New York,St. Martin's/Marek,1985,k,American,,c,PARG
5354,22447,00022447.txt,483,New hope for the dead,Willeford,Charles Ray,A_03634,,New York,Y : St. Martin's Press,1985,k,American,,c,SENT
5363,22456,00022456.txt,2436,Foundation and earth,Asimov,Isaac,A_00095,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1986,k,American,SCI,c,NOVL
5364,22457,00022457.txt,1167,Diary of a yuppie,Auchincloss,Louis,A_00104,,Boston,Houghton Mifflin Co.,1986,k,American,,c,PARG
5367,22460,00022460.txt,283,Talking man,Bisson,Terry,A_00297,,New York,Arbor House,1986,k,American,,c,NOVL
5375,22468,00022468.txt,301,The warrior's apprentice,Bujold,Lois McMaster,A_00460,,New York/N.Y.,. : Baen Books,1986,k,American,,c,SENT
5389,22482,00022482.txt,433,Elena,Cook,Thomas H,A_00726,,Boston,Houghton Mifflin Co.,1986,k,American,,c,SENT
5391,22484,00022484.txt,626,Too late to die,Crider,Bill,A_00787,,New York,Walker,1986,k,American,,c,NOVL
5414,22508,00022508.txt,1899,C is for corpse,Grafton,Sue,A_01423,,New York,Henry Holt & Co.,1986,k,American,,,CTRL
5428,22526,00022526.txt,326,Injustice for all,Jance,Judith A,A_01786,,New York/N.Y.,. : Avon,1986,k,American,,c,PARG
5436,22535,00022535.txt,373,Peru,Lish,Gordon,A_02093,,New York,E.P. Dutton,1986,k,American,,c,CTRL
5438,22537,00022537.txt,656,A grand passion,Mackey,Mary,A_02188,,New York,Simon & Schuster,1986,k,American,,c,SENT
5455,22554,00022554.txt,653,Beyond the grave,Muller,Marcia,A_02501,,New York,Walker,1986,k,American,,c,CTRL
5475,22574,00022574.txt,372,Woundhealer's story,Saberhagen,Fred,A_03002,,New York/N.Y.,. : T. Doherty Associates,1986,k,American,,c,PARG
5490,22589,00022589.txt,288,The hound and the falcon,Tarr,Judith,A_03337,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1986,k,American,,c,PARG
5501,22600,00022600.txt,458,Soldiers in hiding,Wiley,Richard,A_03627,,Boston,Atlantic Monthly Press,1986,k,American,,c,CTRL
5505,22604,00022604.txt,386,Hot properties,Yglesias,Rafael,A_03739,,New York,E.P. Dutton,1986,k,American,,c,SENT
5524,22623,00022623.txt,318,Strangers from the sky,Bonanno,Margaret Wander,A_00327,,New York,Y : Pocket Books,1987,k,American,,c,CTRL
5530,22630,00022630.txt,231,The uplift war,Brin,David,A_00393,,New York,Bantam,1987,k,American,,c,NOVL
5541,22641,00022641.txt,915,Wyrms,Card,Orson Scott,A_00548,,New York,Arbor House,1987,k,American,,,CTRL
5552,22652,00022652.txt,397,Shotgun Saturday night,Crider,Bill,A_00787,,New York,Walker,1987,k,American,,c,CTRL
5557,22657,00022657.txt,473,Way of the pilgrim,Dickson,Gordon R,A_00936,,New York,Ace Science Fiction Books,1987,k,American,,c,NOVL
5561,22662,00022662.txt,673,The world as I found it,Duffy,Bruce,A_01010,,New York,Ticknor & Fields,1987,k,American,,c,SENT
5565,22666,00022666.txt,194,Budspy,Dvorkin,David,A_01032,,New York,F. Watts,1987,k,American,,c,NOVL
5583,22684,00022684.txt,1911,The five bells and bladebone,Grimes,Martha,A_01468,,Boston,"""Little, Brown""",1987,k,American,,c,PARG
5587,22688,00022688.txt,389,Death on demand,Hart,Carolyn G,A_01576,,New York/Toronto,: Bantam Books,1987,k,American,,c,NOVL
5596,22701,00022701.txt,1105,Rich in love,Humphreys,Josephine,A_01736,,New York/N.Y.,. : Viking,1987,k,American,,c,SENT
5618,22723,00022723.txt,293,Boats against the current,Logue,John,A_02112,,Boston,"""Little, Brown""",1987,k,American,,c,PARG
5631,22736,00022736.txt,563,Loving little Egypt,McMahon,Thomas A.,A_02351,,New York/N.Y.,"""., U.S.A. : Viking""",1987,k,American,,c,SENT
5637,22742,00022742.txt,551,American blood,Nichols,John Treadwell,A_02553,,New York,Henry Holt & Co.,1987,k,American,,c,CTRL
5650,22756,00022756.txt,495,A woman named Drown,Powell,Padgett,A_02794,,New York,"""Farrar, Straus, Giroux""",1987,k,American,,c,PARG
5651,22757,00022757.txt,376,On stranger tides,Powers,Tim,A_02797,,New York,Ace Books,1987,k,American,,c,PARG
5669,22775,00022775.txt,2489,Windmills of the gods,Sheldon,Sidney,A_03103,,New York,W. Morrow & Co.,1987,k,American,,c,SENT
5705,22812,00022812.txt,1294,Second chances,Adams,Alice,A_00012,,New York,Alfred A. Knopf,1988,k,American,,c,NOVL
5708,22815,00022815.txt,736,Deeds,Amiel,Joseph,A_00065,,New York,Atheneum,1988,k,American,,c,CTRL
5728,22835,00022835.txt,358,Random walk,Block,Lawrence,A_00311,,New York,Tor,1988,k,American,,c,SENT
5751,22859,00022859.txt,476,Cursed to death,Crider,Bill,A_00787,,New York,Walker,1988,k,American,,c,PARG
5764,22872,00022872.txt,1961,People like us,Dunne,Dominick,A_01022,,New York,Crown Publishers,1988,k,American,,c,SENT
5773,22881,00022881.txt,215,Full of life,Fante,John,A_01122,,,"""Santa Rosa, CA : Black Sparrow Press""",1988,k,American,,c,CTRL
5775,22883,00022883.txt,1081,Faerie tale,Feist,Raymond E,A_01145,,New York,"""Doubleday, Page & Co.""",1988,k,American,,c,SENT
5793,22901,00022901.txt,421,Fear of the dark,Haywood,Gar Anthony,A_01600,,New York,St. Martin's Press,1988,k,American,,c,CTRL
5806,22914,00022914.txt,328,The legend of Huma,Knaak,Richard A,A_01936,,,"""Lake Geneva, WI, U.S.A. : TSR""",1988,k,American,,c,PARG
5836,22947,00022947.txt,978,Undercurrents,Pearson,Ridley,A_02684,,New York,St. Martin's Press,1988,k,American,,c,CTRL
5849,22960,00022960.txt,336,Not for glory,Rosenberg,Joel,A_02970,,New York,New American Library,1988,k,American,,c,NOVL
5856,22967,00022967.txt,195,The kill riff,Schow,David J,A_03053,,New York,T. Doherty Associates,1988,k,American,,c,SENT
5862,22973,00022973.txt,1142,At winter's end,Silverberg,Robert,A_03141,,New York,Y : Warner Books,1988,k,American,,c,PARG
5867,22978,00022978.txt,634,A twist of the knife,Solomita,Stephen,A_03203,,New York,Putnam,1988,k,American,,c,PARG
5881,22993,00022993.txt,3593,Breathing lessons,Tyler,Anne,A_03432,,New York,Alfred A. Knopf,1988,k,American,,,NOVL
5897,23011,00023011.txt,257,The past is another country,Wludyka,Peter,A_03683,,New York,Simon & Schuster,1988,k,American,,c,NOVL
5932,23046,00023046.txt,252,Borders of infinity,Bujold,Lois McMaster,A_00460,,New York,Baen Books : Distributed by Simon & Schuster,1989,k,American,,c,PARG
5961,23075,00023075.txt,504,Pious deception,Dunlap,Susan,A_01018,,New York,Villard Books,1989,k,American,,c,NOVL
5980,23094,00023094.txt,1804,Garden of lies,Goudge,Eileen,A_01415,,New York,Viking,1989,k,American,,c,PARG
5993,23107,00023107.txt,783,A diet to die for,Hess,Joan,A_01640,,New York,St. Martin's Press,1989,k,American,,c,CTRL
6009,23123,00023123.txt,211,The cry of the onlies,Klass,Judy,A_01931,,New York,Y : Pocket Books,1989,k,American,,c,CTRL
6015,23129,00023129.txt,519,Shadow dancers,Lieberman,Herbert H.,A_02069,,Boston,"""Little, Brown""",1989,k,American,,c,NOVL
6043,23157,00023157.txt,505,The slavers,Parker,F. M,A_02650,,New York,New American Library,1989,k,American,,c,PARG
6058,23172,00023172.txt,587,The terrible threes,Reed,Ishmael,A_02864,,New York,Atheneum,1989,k,American,,c,SENT
6070,23184,00023184.txt,270,Streams of silver,Salvatore,R. A.,A_03013,,,"""Lake Geneva, Wis. : TSR""",1989,k,American,,c,NOVL
6075,23189,00023189.txt,430,Bicycle days,Schwartz,John Burnham,A_03061,,New York,Summit Books,1989,k,American,,c,CTRL
6080,23194,00023194.txt,366,Lives of the saints,Slavitt,David R.,A_03159,,New York,Atheneum,1989,k,American,,c,NOVL
6083,23198,00023198.txt,292,There's something in the back yard,Snodgrass,Richard,A_03198,,New York/N.Y.,"""., U.S.A. : Viking""",1989,k,American,,c,PARG
6092,23207,00023207.txt,231,Rock critic murders,Sublett,Jesse,A_03310,,New York,Viking,1989,k,American,,c,SENT
6118,23233,00023233.txt,767,Smart house,Wilhelm,Kate,A_03628,,New York,St. Martin's Press,1989,k,American,,c,SENT
6122,23237,00023237.txt,622,Soldier of Arete,Wolfe,Gene,A_03689,,New York,T. Doherty Associates,1989,k,American,,c,CTRL
6132,23247,00023247.txt,467,Isle of view,Anthony,Piers,A_00077,,New York,Avon Books,1990,k,American,,c,PARG
6136,23251,00023251.txt,636,The music of chance,Auster,Paul,A_00108,,New York/N.Y.,"""., U.S.A. : Viking""",1990,k,American,,c,CTRL
6146,23261,00023261.txt,264,Murder observed,Boylan,Eleanor,A_00356,,,"""Thorndike, Me. : Thorndike Press""",1990,k,American,,c,CTRL
6159,23274,00023274.txt,849,Woman's own,Carr,Robyn,A_00566,,New York,St. Martin's Press,1990,k,American,,c,SENT
6168,23283,00023283.txt,2241,Harmful intent,Cook,Robin,A_00725,,New York,Putnam,1990,k,American,,c,SENT
6180,23296,00023296.txt,242,A rock and a hard place,David,Peter,A_00854,,New York,Pocket Books,1990,k,American,,c,PARG
6186,23302,00023302.txt,581,The dragon knight,Dickson,Gordon R,A_00936,,New York,Tom Doherty Associates,1990,k,American,,c,NOVL
6190,23306,00023306.txt,215,The house on Alexandrine,Dobyns,Stephen,A_00955,,Detroit,Wayne State University Press,1990,k,American,,c,CTRL
6194,23310,00023310.txt,423,Diamond in the buff,Dunlap,Susan,A_01018,,New York,St. Martin's Press,1990,k,American,,c,CTRL
6200,23317,00023317.txt,331,Cromm,Flint,Kenneth C,A_01194,,New York,"""Doubleday, Page & Co.""",1990,k,American,,c,PARG
6241,23360,00023360.txt,267,Still among the living,Klein,Zachary,A_01932,,New York,Harper & Bros.,1990,k,American,,c,NOVL
6255,23374,00023374.txt,586,Borderlines,Mayor,Archer,A_02289,,New York,Putnam,1990,k,American,,c,NOVL
6262,23381,00023381.txt,582,Sins of the flesh,Kuczkir,Mary Ruth,A_01960,1.0,New York,Ballantine,1990,k,American,,c,SENT
6282,23401,00023401.txt,379,Ghost of the sun,Petrakis,Harry Mark,A_02720,,New York,St. Martin's Press,1990,k,American,,c,PARG
6311,23431,00023431.txt,309,Slam,Shiner,Lewis,A_03120,,New York,"""Doubleday, Page & Co.""",1990,k,American,,c,NOVL
6323,23443,00023443.txt,1349,Jerusalem interlude,Thoene,Bodie,A_03358,,Minneapolis,inn. : Bethany House Publishers,1990,k,American,,c,SENT
6344,23464,00023464.txt,775,Renny's daughter,De la Roche,Mazo,A_00892,,Boston,"""Little, Brown""",1951,k,Canadian,,c,SENT
6346,23466,00023466.txt,1153,Round the bend,Shute,Nevil,A_03132,,New York,orrow,1951,k,British,,c,NOVL
6347,23467,00023467.txt,1015,The masters,Snow,C. P.,A_03199,,New York,Charles Scribner's Sons,1951,k,British,,c,SENT
6350,23470,00023470.txt,372,A buyer's market,Powell,Anthony,A_02792,,London,Heinemann,1952,k,British,,c,PARG
6351,23471,00023471.txt,1474,Men at arms,Waugh,Evelyn,A_03538,,Boston,"""Little, Brown""",1952,k,British,,c,PARG
6354,23474,00023474.txt,872,The heart of the family,Goudge,Elizabeth,A_01416,,New York,Coward-McCann,1953,k,British,,c,CTRL
6355,23475,00023475.txt,515,Cotillion,Heyer,Georgette,A_01642,,New York,Putnam,1953,k,British,,c,PARG
6356,23476,00023476.txt,610,Lord of the flies,Golding,William,A_01391,,New York,Perigee,1954,k,British,,c,PARG
6358,23478,00023478.txt,222,Sunset and evening star,O'Casey,Sean,A_02584,,London,Macmillan Co.,1954,k,Irish,,c,PARG
6359,23479,00023479.txt,332,The magicians,Priestley,J. B.,A_02811,,New York,Harper & Bros.,1954,k,English,,c,SENT
6363,23483,00023483.txt,475,Pincher Martin,Golding,William,A_01391,,London,Faber & Faber,1956,k,British,,c,CTRL
6366,23486,00023486.txt,839,Anglo-Saxon attitudes,Wilson,Angus,A_03660,,New York,Viking Press,1956,k,British,,c,PARG
6377,23497,00023497.txt,655,The lantern bearers,Sutcliff,Rosemary,A_03317,,New York,H.Z. Walck,1959,k,British,,c,PARG
6381,23501,00023501.txt,624,Imperial Caesar,Warner,Rex,A_03521,,Boston,"""Little, Brown""",1960,k,British,,c,NOVL
6383,23504,00023504.txt,484,In a summer season,Taylor,Elizabeth,A_03340,,New York,Viking Press,1961,k,British,,c,NOVL
6384,23505,00023505.txt,1913,The last Plantagenets,Costain,Thomas B.,A_00758,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1962,k,American,,c,NOVL
6390,23511,00023511.txt,356,Smith and Jones,Monsarrat,Nicholas,A_02443,,New York,W. Sloane Associates,1963,k,British,,c,SENT
6392,23513,00023513.txt,434,The scorching wind,Macken,Walter,A_02185,,New York,Macmillan Co.,1964,k,Irish,,c,CTRL
6393,23514,00023514.txt,1803,Corridors of power,Snow,C. P.,A_03199,,New York,Charles Scribner's Sons,1964,k,British,,c,SENT
6395,23516,00023516.txt,497,The mind readers,Allingham,Margery,A_00055,,New York,Morrow,1965,k,British,,c,PARG
