,BOOK_ID,FILENAME,LIBRARIES,TITLE,AUTH_LAST,AUTH_FIRST,AUTH_ID,WRITTEN_AS,PUBL_CITY,PUBLISHER,PUBL_DATE,SOURCE,NATIONALITY,GENRE,CLEAN?,SUBSET
1329,10263,00010263.txt,564,The time of man,Roberts,Elizabeth Madox,A_02922,,New York,Viking Press,1926,k,American,,,NOVL
1332,10266,00010266.txt,59,The war chief,Burroughs,Edgar Rice,A_00493,,New York,Grosset & Dunlap,1927,k,American,,,SENT
1333,10267,00010267.txt,1578,Death comes for the archbishop,Cather,Willa,A_00587,,New York/N.Y.,Alfred A. Knopf,1927,k,American,,c,CTRL
1334,10268,00010268.txt,609,Mosquitoes,Faulkner,William,A_01140,,New York,Boni & Liveright,1927,k,American,,c,PARG
1340,10274,00010274.txt,199,Giants in the earth,Rolvaag,Ole,A_02961,,New York,Harper & Bros.,1927,k,American,,,SENT
1343,10277,00010277.txt,136,The Canary murder case,Wright,Willard Huntington,A_03728,1.0,New York,Charles Scribner's Sons,1927,k,American,,,CTRL
1347,10281,00010281.txt,81,Arrogant beggar,Yezierska,Anzia,A_03738,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1927,k,American,,,NOVL
1349,10283,00010283.txt,107,Behind that curtain,Biggers,Earl Derr,A_00282,,New York,Grosset & Dunlap,1928,k,American,,,PARG
1353,10287,00010287.txt,22,The American omen,Garrett,Garet,A_01309,,New York,E.P. Dutton,1928,k,American,,,NOVL
1354,10288,00010288.txt,839,Jesus the Son of man,Gibran,Kahlil,A_01344,,New York,Alfred A. Knopf,1928,k,American,,,SENT
1360,10294,00010294.txt,268,Home to Harlem,McKay,Claude,A_02340,,New York,Harper & Bros.,1928,k,American,,c,SENT
1361,10295,00010295.txt,74,The bishop's wife,Nathan,Robert,A_02530,,New York,Grosset & Dunlap,1928,k,American,,,CTRL
1364,10298,00010298.txt,21,Deep-Lake mystery,Wells,Carolyn,A_03562,,Garden City/N.Y.,George H. Doran Co.,1928,k,American,,c,SENT
1365,10299,00010299.txt,1225,The children,Wharton,Edith,A_03582,,New York/London,D. Appleton & Co.,1928,k,American,,c,CTRL
1368,10302,00010302.txt,46,The monster men,Burroughs,Edgar Rice,A_00493,,New York,Grosset & Dunlap,1929,k,American,,c,CTRL
1371,10305,00010305.txt,66,Eve's Ransom,Gissing,George,A_01368,,London,Ernest Benn,1929,k,British,,,NOVL
1372,10306,00010306.txt,33,They stooped to folly,Glasgow,Ellen Anderson Gholson,A_01372,,Garden City/N.Y.,. : Country Life Press,1929,k,American,,,CTRL
1373,10307,00010307.txt,78,The Dain curse,Hammett,Dashiell,A_01524,,New York,Alfred A. Knopf,1929,k,American,,c,PARG
1378,10312,00010312.txt,1014,Dodsworth,Lewis,Sinclair,A_02064,,New York,"""Harcourt, Brace & Co.""",1929,k,American,,c,CTRL
1379,10313,00010313.txt,110,Early candlelight,Lovelace,Maud Hart,A_02133,,New York,John Day Co.,1929,k,American,,,CTRL
1380,10314,00010314.txt,106,Master Simon's garden,Meigs,Cornelia,A_02369,,New York,Macmillan Co.,1929,k,American,,,NOVL
1391,10325,00010325.txt,26,A fighting man of Mars,Burroughs,Edgar Rice,A_00493,,Calif.,"""Tarzana, E.R. Burroughs""",1930,k,American,,,NOVL
1393,10327,00010327.txt,16,Voodoo,Shellabarger,Samuel,A_03104,1.0,Garden City/N.Y.,George H. Doran Co.,1930,k,American,,,SENT
1394,10328,00010328.txt,186,As I lay dying,Faulkner,William,A_01140,,New York,"""J. Cape, H. Smith""",1930,k,American,,c,SENT
1399,10333,00010333.txt,539,Not without laughter,Hughes,Langston,A_01729,,New York,Alfred A. Knopf,1930,k,American,,c,NOVL
1401,10335,00010335.txt,23,The fourth king,Keeler,Harry Stephen,A_01870,,New York,E.P. Dutton,1930,k,American,,,NOVL
1403,10337,00010337.txt,20,The prince of peril,Kline,Otis Adelbert,A_01934,,Chicago,A.C. McClurg & Co.,1930,k,American,,c,PARG
1404,10338,00010338.txt,87,The trader's wife,Mackenzie,Jean Kenyon,A_02186,,New York,"""Coward McCann, Inc.""",1930,k,American,,,PARG
1405,10339,00010339.txt,38,The French powder mystery,Queen,Ellery,A_02832,,New York,Frederick A. Stokes Co.,1930,k,American,,,PARG
1408,10342,00010342.txt,77,Waterless mountain,Armer,Laura Adams,A_00083,,New York,Junior Literary Guild,1931,k,American,,,SENT
1421,10355,00010355.txt,8,Murder madness,Jenkins,Will,A_01796,1.0,New York,Brewer & Warren Inc.,1931,k,American,,c,PARG
1430,10364,00010364.txt,20,The gentlemen from Indiana,Tarkington,Booth,A_03336,,New York,Grosset & Dunlap,1931,k,American,,c,NOVL
1432,10366,00010366.txt,50,Blood on the moon,Tully,Jim,A_03422,,New York,"""Coward-McCann, Inc.""",1931,k,American,,c,NOVL
1439,10373,00010373.txt,69,Tarzan triumphant,Burroughs,Edgar Rice,A_00493,,Calif.,"""Edgar Rice Burroughs, Inc.""",1932,k,American,,,PARG
1440,10374,00010374.txt,582,Tobacco road,Caldwell,Erskine,A_00516,,New York,Grosset & Dunlap,1932,k,American,,c,NOVL
1441,10375,00010375.txt,1222,Obscure destinies,Cather,Willa,A_00587,,New York,Alfred A. Knopf,1932,k,American,,c,NOVL
1447,10381,00010381.txt,107,Save me the waltz,Fitzgerald,Zelda,A_01182,,New York,Charles Scribner's Sons,1932,k,American,,,CTRL
1452,10386,00010386.txt,12,Murder on the blackboard,Palmer,Stuart,A_02642,,New York,Brentano's,1932,k,American,,,CTRL
1457,10391,00010391.txt,15,Riddle of the storm,Snell,Roy J,A_03195,,Chicago,Reilly & Lee Co.,1932,k,American,,,SENT
1461,10395,00010395.txt,37,Silvertip's search,Faust,Frederick Schiller,A_01142,1.0,N.Y./Roslyn,Black's Readers Servicelack's Readers Service,1933,k,American,,,PARG
1466,10400,00010400.txt,27,Apache devil,Burroughs,Edgar Rice,A_00493,,New York,Grosset & Dunlap Publishers,1933,k,American,,,CTRL
1470,10404,00010404.txt,66,Comedy: American style,Fauset,Jessie Redmon,A_01141,,New York,Frederick A. Stokes Co.,1933,k,American,,c,PARG
1476,10410,00010410.txt,9,Mexican trail,Jenkins,Will,A_01796,,New York,Burt,1933,k,American,,,CTRL
1482,10416,00010416.txt,42,The American gun mystery,Queen,Ellery,A_02832,,New York,F.A. Stokes Co.,1933,k,American,,c,NOVL
1486,10420,00010420.txt,66,Rain in the doorway,Smith,Thorne,A_03186,,Garden City/N.Y.,George H. Doran Co.,1933,k,American,,,PARG
1487,10421,00010421.txt,25,The red pony,Steinbeck,John,A_03245,,New York,Y : Penguin Group,1933,k,American,,c,PARG
1490,10424,00010424.txt,118,The kennel murder case,Wright,Willard Huntington,A_03728,1.0,New York,Charles Scribner's Sons,1933,k,American,,,SENT
1491,10425,00010425.txt,126,Miss Lonelyhearts,West,Nathanael,A_03573,,New York,New Directions Books,1933,k,American,,c,NOVL
1511,10445,00010445.txt,559,Long remember,Kantor,MacKinlay,A_01859,,New York,Coward-McCann,1934,k,American,,,PARG
1513,10447,00010447.txt,127,Plowing on Sunday,North,Sterling,A_02571,,New York,Macmillan Co.,1934,k,American,,,CTRL
1516,10450,00010450.txt,67,The golden vanity,Paterson,Isabel,A_02664,,New York,W. Morrow & Co.,1934,k,American,,,PARG
1524,10458,00010458.txt,62,The glorious pool,Smith,Thorne,A_03186,,Garden City/N.Y.,Sun Dial Press,1934,k,American,,,SENT
1526,10460,00010460.txt,17,The talking sparrow murders,Teilhet,Darwin L.,A_03349,,New York,W.M. Morrow & Co.,1934,k,American,,c,PARG
1528,10462,00010462.txt,69,You can't go home again,Wolfe,Thomas,A_03691,,New York,Harper & Bros.,1934,k,American,,c,NOVL
1529,10463,00010463.txt,980,So red the rose,Young,Stark,A_03748,,New York,Charles Scribner's Sons,1934,k,American,,,NOVL
1532,10466,00010466.txt,20,Death-watch,Carr,John Dickson,A_00565,,New York/London,Harper & Bros.,1935,k,American,,,NOVL
1533,10467,00010467.txt,792,Lucy Gayheart,Cather,Willa,A_00587,,New York,Alfred A. Knopf,1935,k,American,,c,NOVL
1535,10469,00010469.txt,113,A victor of Salamis,Davis,William Stearns,A_00879,,New York,Macmillan Co.,1935,k,American,,,CTRL
1536,10470,00010470.txt,13,Fair warning,Eberhart,Mignon Good,A_01048,,Garden City,Sun Dial Press,1935,k,American,,c,PARG
1537,10471,00010471.txt,496,Pylon,Faulkner,William,A_01140,,New York,"""H. Smith & R. Haas, Inc.""",1935,k,American,,c,SENT
1538,10472,00010472.txt,790,Come and get it,Ferber,Edna,A_01149,,Garden City/N.Y.,George H. Doran Co.,1935,k,American,,,SENT
1539,10473,00010473.txt,48,The case of the caretaker's cat,Gardner,Erle Stanley,A_01300,,New York,William Morrow,1935,k,American,,,PARG
1547,10481,00010481.txt,23,Ladies in the parlor,Tully,Jim,A_03422,,New York,"""Greenberg, Publisher""",1935,k,American,,c,NOVL
1548,10482,00010482.txt,1951,Of time and the river,Wolfe,Thomas,A_03691,,New York,Charles Scribner's Sons,1935,k,American,,c,CTRL
1565,10499,00010499.txt,174,Old Spain in our Southwest,Otero,Nina,A_02622,,New York,"""Harcourt, Brace & Co.""",1936,k,American,,,CTRL
1566,10500,00010500.txt,27,The puzzle of the red stallion,Palmer,Stuart,A_02642,,Garden City/N.Y.,George H. Doran Co.,1936,k,American,,c,NOVL
1570,10504,00010504.txt,10,The Disenchanted,Schulberg,Budd,A_03055,,New York,Random House,1936,k,American,,,SENT
1575,10509,00010509.txt,20,The feather cloak murder,Teilhet,Darwin L.,A_03349,,Garden City/N.Y.,George H. Doran Co.,1936,k,American,,c,CTRL
1577,10511,00010511.txt,16,Uncle Tom's children,Wright,Richard,A_03724,,New York,Harper & Bros.,1936,k,American,,c,PARG
1585,10519,00010519.txt,9,To have and have not,Hemingway,Ernest,A_01622,,New York,Charles Scribner's Sons,1937,k,American,,c,PARG
1594,10528,00010528.txt,78,Married people,Rinehart,Mary Roberts,A_02912,,New York/Toronto,"""Farrar & Rinehart, Inc.""",1937,k,American,,,SENT
1597,10531,00010531.txt,743,Of mice and men,Steinbeck,John,A_03245,,New York,Modern library,1937,k,American,,c,PARG
1600,10534,00010534.txt,57,Beginning with a bash,Taylor,Phoebe Atwood,A_03345,,New York,Norton,1937,k,American,,c,NOVL
1601,10535,00010535.txt,7,The bruiser,Tully,Jim,A_03422,,London,M. Joseph,1937,k,American,,,SENT
1605,10539,00010539.txt,55,Little Erik of Sweden,Brandeis,Madeline,A_00383,,New York,Grosset & Dunlap,1938,k,American,,,NOVL
1612,10546,00010546.txt,833,Hell on ice,Ellsberg,Edward,A_01080,,New York,"""Dodd, Mead""",1938,k,American,,,SENT
1617,10551,00010551.txt,15,Dance of death,McCloy,Helen,A_02308,,New York,W. Morrow & Co.,1938,k,American,,,CTRL
1618,10552,00010552.txt,43,I should have stayed home,McCoy,Horace,A_02313,,New York,Alfred A. Knopf,1938,k,American,,c,NOVL
1620,10554,00010554.txt,78,Laughter in the dark,Nabokov,Vladimir Vladimirovich,A_02524,,Indianapolis/New York,Bobbs-Merrill Co.,1938,k,American,,c,NOVL
1631,10565,00010565.txt,11,Murder at the New York World's Fair,Taylor,Phoebe Atwood,A_03345,,New York,Random House,1938,k,American,,,PARG
1632,10566,00010566.txt,7,42 days for murder,Torrey,Roger,A_03399,,New York,"""Hillman-Curl, Inc.""",1938,k,American,,,CTRL
1633,10567,00010567.txt,648,The buccaneers,Wharton,Edith,A_03582,,New York,D. Appleton & Co.,1938,k,American,,c,CTRL
1643,10577,00010577.txt,54,The chiffon scarf,Eberhart,Mignon Good,A_01048,,New York,George H. Doran Co.,1939,k,American,,,NOVL
1646,10580,00010580.txt,67,The case of the perjured parrot,Gardner,Erle Stanley,A_01300,,New York,William Morrow & Co.,1939,k,American,,,PARG
1656,10590,00010590.txt,270,Address unknown,Taylor,Kathrine Kressmann,A_03343,,New York,Simon & Schuster,1939,k,American,,,SENT
1657,10591,00010591.txt,143,Johnny got his gun,Trumbo,Dalton,A_03416,,New York,J.B. Lippincott,1939,k,American,,,SENT
1660,10594,00010594.txt,164,This side of glory,Bristow,Gwen,A_00395,,New York,Grosset & Dunlap,1940,k,American,,,PARG
1665,10599,00010599.txt,2269,Sapphira and the slave girl,Cather,Willa,A_00587,,New York,Alfred A. Knopf,1940,k,American,,c,SENT
1668,10602,00010602.txt,34,Deadly nightshade,Daly,Elizabeth,A_00838,,New York,Farrar & Rinehart,1940,k,American,,,PARG
1669,10603,00010603.txt,23,Unexpected night,Daly,Elizabeth,A_00838,,New York,Farrar & Rinehart,1940,k,American,,c,SENT
1678,10612,00010612.txt,29,The cross-eyed bear murders,Hughes,Dorothy B.,A_01728,,New York,"""Duell, Sloan & Pearce""",1940,k,American,,c,SENT
1681,10615,00010615.txt,20,Dark memory,Latimer,Jonathan,A_01996,,New York,George H. Doran Co.,1940,k,American,,c,NOVL
1684,10618,00010618.txt,75,If it prove fair weather,Paterson,Isabel,A_02664,,New York,G.P. Putnam's Sons,1940,k,American,,,CTRL
1685,10619,00010619.txt,23,Time off for murder,Popkin,Zelda,A_02773,,New York/Philadelphia,.B. Lippincott Co.,1940,k,American,,,SENT
1696,10630,00010630.txt,21,Dave Dawson with the R.A.F.,Bowen,Robert Sidney,A_00347,,New York,Crown Publishers,1941,k,American,,,NOVL
1697,10631,00010631.txt,39,Dragon seed,Buck,Pearl S.,A_00453,,Philadelphia,Blakiston,1941,k,American,,,CTRL
1701,10635,00010635.txt,198,Village year,Derleth,August,A_00917,,New York,Coward-McCann,1941,k,American,,,CTRL
1702,10636,00010636.txt,76,The black stallion,Farley,Walter,A_01126,,New York,Random House,1941,k,American,,,PARG
1709,10643,00010643.txt,109,The wife of Martin Guerre,Lewis,Janet,A_02063,,San Francisco,Colt Press,1941,k,American,,,SENT
1712,10646,00010646.txt,72,The harp and the blade,Myers,John Myers,A_02522,,New York,E.P. Dutton,1941,k,American,,,CTRL
1713,10647,00010647.txt,25,The puzzle of the happy hooligan,Palmer,Stuart,A_02642,,New York,"""Doubleday, Page & Co.""",1941,k,American,,c,NOVL
1722,10656,00010656.txt,13,Silvertip's strike,Faust,Frederick Schiller,A_01142,1.0,New York,Grosset & Dunlap,1942,k,American,,,NOVL
1723,10657,00010657.txt,19,The promise,Buck,Pearl S.,A_00453,,Garden City/N.Y.,. : Sun Dial Press,1942,k,American,,,PARG
1725,10659,00010659.txt,59,River rogue,Cheney,Brainard,A_00629,,Boston,Houghton Mifflin Co.,1942,k,American,,,PARG
1729,10663,00010663.txt,8,The case of the counterfeit eye,Gardner,Erle Stanley,A_01300,,New York,Pocket Books,1942,k,American,,,NOVL
1730,10664,00010664.txt,5,The case of the curious bride,Gardner,Erle Stanley,A_01300,,New York,Pocket Books,1942,k,American,,,CTRL
1736,10670,00010670.txt,5,The bamboo blonde,Hughes,Dorothy B.,A_01728,,,"""Harmondsworth, Middlesex, Engl& : Penguin""",1942,k,American,,c,NOVL
1745,10679,00010679.txt,19,Burn: witch: burn!,Merritt,Abraham,A_02379,,New York/N.Y.,Avon Book Co.,1942,k,American,,c,PARG
1752,10686,00010686.txt,17,No coffin for the corpse,Rawson,Clayton,A_02853,,Boston,"""Little, Brown""",1942,k,American,,,CTRL
1755,10689,00010689.txt,54,The Sunday Pigeon murders,Craig,Georgia Ann Randolph,A_00773,1.0,New York,Simon & Schuster,1942,k,American,,c,SENT
1758,10692,00010692.txt,7,Black orchids,Stout,Rex,A_03282,,New York,American Mercury,1942,k,American,,c,SENT
1759,10693,00010693.txt,7,Now and on earth,Thompson,Jim,A_03370,,New York,Modern Age Books,1942,k,American,,,CTRL
1761,10695,00010695.txt,35,The dark stain,Appel,Benjamin,A_00079,,New York,Dial Press,1943,k,American,,c,PARG
1769,10703,00010703.txt,33,Murder for two,Coxe,George Harmon,A_00769,,New York,Alfred A. Knopf,1943,k,American,,,SENT
1772,10706,00010706.txt,14,Sally's in the alley,Davis,Norbert,A_00873,,New York,W. Morrow,1943,k,American,,c,SENT
1775,10709,00010709.txt,1015,Citizen Tom Paine,Fast,Howard,A_01139,,New York,"""Duell, Sloan & Pearce""",1943,k,American,,,NOVL
1776,10710,00010710.txt,14,The case of the substitute face,Gardner,Erle Stanley,A_01300,,New York,Pocket,1943,k,American,,c,SENT
1779,10713,00010713.txt,39,The Blackbirder,Hughes,Dorothy B.,A_01728,,New York,"""Duell, Sloan & Pearce""",1943,k,American,,,CTRL
1781,10715,00010715.txt,15,Blood on Lake Louisa,Kendrick,Baynard,A_01886,,New York,Triangle Books,1943,k,American,,,NOVL
1785,10719,00010719.txt,113,Valiant minstrel,Malvern,Gladys,A_02217,,New York,"""J. Messner, Inc.""",1943,k,American,,,CTRL
1786,10720,00010720.txt,18,Do not disturb,McCloy,Helen,A_02308,,New York,Morrow,1943,k,American,,,SENT
1790,10724,00010724.txt,129,The fountainhead,Rand,Ayn,A_02843,,Philadelphia,Blakiston Co.,1943,k,American,,c,NOVL
1796,10730,00010730.txt,35,The black angel,Woolrich,Cornell,A_03712,,Garden City/N.Y.,George H. Doran Co.,1943,k,American,,,PARG
1797,10731,00010731.txt,332,Canal town,Adams,Samuel Hopkins,A_00020,,New York,Random House,1944,k,American,,,SENT
1801,10735,00010735.txt,27,The fighting four,Faust,Frederick Schiller,A_01142,1.0,New York,"""Dodd, Mead & Co.""",1944,k,American,,,SENT
1807,10741,00010741.txt,62,Escape the night,Eberhart,Mignon Good,A_01048,,New York,Random House,1944,k,American,,,NOVL
1810,10744,00010744.txt,181,The women on the porch,Gordon,Caroline,A_01406,,New York,Charles Scribner's Sons,1944,k,American,,,PARG
1814,10748,00010748.txt,66,Whoa Matilda!,Lambert,Janet,A_01978,,New York,E.P. Dutton,1944,k,American,,,CTRL
1817,10751,00010751.txt,23,Rest and be thankful,MacInnes,Helen,A_02182,,Boston,"""Little, Brown & Co.""",1944,k,American,,,NOVL
1818,10752,00010752.txt,351,While still we live,MacInnes,Helen,A_02182,,Boston,"""Little, Brown & Co.""",1944,k,American,,,NOVL
1820,10754,00010754.txt,65,Under a glass bell,Nin,Anais,A_02557,,New York,Gemor Press,1944,k,American,,,SENT
1824,10758,00010758.txt,655,Dragonwyck,Seton,Anya,A_03082,,Boston,Houghton Mifflin Co.,1944,k,American,,,CTRL
1829,10763,00010763.txt,228,The brothers,Wilson,Dorothy Clarke,A_03662,,Philadelphia,Westminster Press,1944,k,American,,,CTRL
1831,10765,00010765.txt,27,The innocent flower,Armstrong,Charlotte,A_00084,,New York,"""Coward-McCann, Inc.""",1945,k,American,,c,NOVL
1837,10771,00010771.txt,57,Jesus: the carpenter's son,Fahs,Sophia Lyon,A_01116,,Boston,Beacon Press,1945,k,American,,c,CTRL
1848,10782,00010782.txt,71,Death in the mind,Lockridge,Richard,A_02109,,New York,E.P. Dutton,1945,k,American,,c,SENT
1850,10784,00010784.txt,8,Knife in my back,Merwin,Sam,A_02381,,New York,Mystery House,1945,k,American,,c,PARG
1859,10793,00010793.txt,10,Wars I have seen,Stein,Gertrude,A_03243,,New York,Random House,1945,k,American,,c,SENT
1862,10796,00010796.txt,106,Dayspring,Sylvester,Harry,A_03330,,New York/London,D. Appleton & Co.,1945,k,American,,c,NOVL
1864,10798,00010798.txt,121,The unsuspected,Armstrong,Charlotte,A_00084,,New York,"""Coward-McCann, Inc.""",1946,k,American,,c,SENT
1870,10804,00010804.txt,293,Past all dishonor,Cain,James M.,A_00515,,New York,Alfred A. Knopf,1946,k,American,,c,CTRL
1875,10809,00010809.txt,47,Somewhere in the house,Daly,Elizabeth,A_00838,,New York/Toronto,"""Rinehart & Co., Inc.""",1946,k,American,,c,SENT
1883,10817,00010817.txt,43,One for the money,Lambert,Janet,A_01978,,,Grosset,1946,k,American,,c,CTRL
1884,10818,00010818.txt,23,Trouble follows me,Millar,Kenneth,A_02399,1.0,New York,"""Dodd, Mead & Co.""",1946,k,American,,c,NOVL
1892,10826,00010826.txt,515,The turquoise,Seton,Anya,A_03082,,Boston,Houghton Mifflin Co.,1946,k,American,,c,NOVL
1906,10840,00010840.txt,75,The angry wife,Buck,Pearl S.,A_00453,,New York,J. Day Co.,1947,k,American,,c,CTRL
1908,10842,00010842.txt,16,Stranger than truth,Caspary,Vera,A_00584,,London,Eyre & Spottiswoode,1947,k,American,,c,CTRL
1911,10845,00010845.txt,55,The fifth key,Coxe,George Harmon,A_00769,,New York,Alfred A. Knopf,1947,k,American,,c,NOVL
1912,10846,00010846.txt,14,Miracle on 34th Street,Davies,Valentine,A_00857,,,S.l. : Sun Dial Press,1947,k,American,,c,PARG
1918,10852,00010852.txt,266,Spirits rebellious,Gibran,Kahlil,A_01344,,New York,Wisdom Library,1947,k,American,,c,CTRL
1937,10871,00010871.txt,49,I: the jury,Spillane,Mickey,A_03223,,New York,New American Library,1947,k,American,,c,CTRL
1938,10872,00010872.txt,2357,The wayward bus,Steinbeck,John,A_03245,,New York,Viking Press,1947,k,American,,c,PARG
1940,10874,00010874.txt,64,The forbidden garden,Bell,Eric Temple,A_00233,1.0,Pa.,Fantasy Press,1947,k,American,,c,SENT
1942,10876,00010876.txt,508,The middle of the journey,Trilling,Lionel,A_03413,,New York,Viking Press,1947,k,American,,c,SENT
1949,10883,00010883.txt,26,The dead ringer,Brown,Fredric,A_00424,,New York,E.P. Dutton,1948,k,American,,c,SENT
1952,10886,00010886.txt,74,The furies,Busch,Niven,A_00499,,New York,Dial Press,1948,k,American,,c,SENT
1959,10893,00010893.txt,383,My glorious brothers,Fast,Howard,A_01139,,Boston,"""Little, Brown""",1948,k,American,,c,CTRL
1969,10903,00010903.txt,1935,Raintree County,Lockridge,Ross,A_02110,,Boston,Houghton Mifflin Co.,1948,k,American,,c,NOVL
1972,10906,00010906.txt,35,The whip,Mason,Sara Elizabeth,A_02268,,New York,W. Morrow,1948,k,American,,c,SENT
1974,10908,00010908.txt,13,Fatal step,Miller,Wade,A_02414,,New York,"""Farrar, Straus""",1948,k,American,,c,SENT
1982,10916,00010916.txt,841,Walden Two,Skinner,B. F.,A_03156,,New York,Macmillan Co.,1948,k,American,,c,CTRL
1990,10924,00010924.txt,199,The city boy,Wouk,Herman,A_03717,,New York,Simon & Schuster,1948,k,American,,c,CTRL
1994,10928,00010928.txt,56,Exiles of time,Bond,Nelson Slade,A_00330,,Philadelphia,Prime Press,1949,k,American,,c,NOVL
1997,10931,00010931.txt,78,Way of the lawless,Faust,Frederick Schiller,A_01142,1.0,New York,"""Dodd, Mead""",1949,k,American,,c,PARG
2004,10938,00010938.txt,315,Tears and laughter,Gibran,Kahlil,A_01344,,New York,Philosophical Library,1949,k,American,,c,SENT
2017,10951,00010951.txt,50,Silverlock,Myers,John Myers,A_02522,,New York,E.P. Dutton,1949,k,American,,c,CTRL
2018,10952,00010952.txt,12,Long after summer,Nathan,Robert,A_02530,,London,Sampson Low,1949,k,American,,c,PARG
2019,10953,00010953.txt,401,The river journey,Nathan,Robert,A_02530,,New York,Alfred A. Knopf,1949,k,American,,c,NOVL
2020,10954,00010954.txt,31,Four lost ladies,Palmer,Stuart,A_02642,,New York,M.S. Mill,1949,k,American,,c,PARG
2024,10958,00010958.txt,27,Atomsk,Linebarger,Paul Myron Anthony,A_02085,1.0,New York,"""Duell, Sloan & Pearce""",1949,k,American,,c,PARG
2025,10959,00010959.txt,70,Skylark of Valeron,Smith,E. E.,A_03172,,Pa.,"""Reading, Fantasy Press""",1949,k,American,,c,CTRL
2032,10966,00010966.txt,90,The humanoids,Williamson,Jack,A_03656,,New York,Simon & Schuster,1949,k,American,,c,SENT
2035,10969,00010969.txt,12,Raptured,Angley,Ernest,A_00076,,,"""Old Tappan, N.J. : F.H. Revell Co.""",1950,k,American,,c,SENT
2038,10972,00010972.txt,162,A stretch on the river,Bissell,Richard,A_00296,,Boston,"""Little, Brown & Co.""",1950,k,American,,c,SENT
2039,10973,00010973.txt,14,The rangeland avenger,Faust,Frederick Schiller,A_01142,1.0,New York,"""Dodd, Mead""",1950,k,American,,c,PARG
2041,10975,00010975.txt,38,Night of the Jabberwock,Brown,Fredric,A_00424,,New York,E.P. Dutton,1950,k,American,,c,NOVL
2044,10978,00010978.txt,198,The strange land,Calmer,Ned,A_00526,,New York,Charles Scribner's Sons,1950,k,American,,c,NOVL
2045,10979,00010979.txt,297,The bride of Newgate,Carr,John Dickson,A_00565,,New York,Harper & Bros.,1950,k,American,,c,CTRL
2049,10983,00010983.txt,57,The frightened fianc??_e,Coxe,George Harmon,A_00769,,New York,Alfred A. Knopf,1950,k,American,,c,PARG
2052,10986,00010986.txt,310,The proud and the free,Fast,Howard,A_01139,,Boston,"""Little, Brown & Co.""",1950,k,American,,c,CTRL
2062,10996,00010996.txt,36,The brass cupcake,MacDonald,John D.,A_02169,,,"""Greenwich, Conn. : Fawcett Publications""",1950,k,American,,c,CTRL
2068,11002,00011002.txt,130,The four-chambered heart,Nin,Anais,A_02557,,New York,"""Duell, Sloan & Pearce""",1950,k,American,,c,CTRL
2069,11003,00011003.txt,44,The green ace,Palmer,Stuart,A_02642,,New York,M.S. Mill & Morrow,1950,k,American,,c,PARG
2082,11016,00011016.txt,551,Riceyman Steps,Bennett,Arnold,A_00255,,New York,George H. Doran Co.,1923,k,British,,,SENT
2083,11017,00011017.txt,130,The shadow line: a confession,Conrad,Joseph,A_00717,,Garden City/New York,"""Doubleday, Page & Co.""",1923,k,British,,,SENT
2085,11020,00011020.txt,1370,A passage to India,Forster,E. M.,A_01226,,New York,"""Harcourt, Brace & Co.""",1924,k,British,,,SENT
2088,11023,00011023.txt,205,The painted veil,Maugham,W. Somerset,A_02277,,New York,George H. Doran Co.,1925,k,British,,,PARG
2090,11025,00011025.txt,19,Payment deferred,Forester,C. S.,A_01221,,London,J. Lane : Bodley Head,1926,k,British,,,NOVL
2094,11030,00011030.txt,1192,To the lighthouse,Woolf,Virginia,A_03708,,New York,"""Harcourt, Brace & Co.""",1927,k,British,,c,NOVL
2100,11038,00011038.txt,463,All our yesterdays,Tomlinson,H. M.,A_03394,,New York,Harper & Bros.,1930,k,British,,,NOVL
2101,11039,00011039.txt,400,Vile bodies,Waugh,Evelyn,A_03538,,Boston,"""Little, Brown""",1930,k,British,,,CTRL
2104,11042,00011042.txt,1018,The waves,Woolf,Virginia,A_03708,,New York,"""Harcourt, Brace & Co.""",1931,k,British,SOC,,PARG
2107,11046,00011046.txt,463,Lost horizon,Hilton,James,A_01657,,New York,W. Morrow & Co.,1933,k,British,,c,SENT
2114,11053,00011053.txt,10,Swami and friends,Narayan,R. K.,A_02527,,,Mysore City : Indian Thought Publications,1935,k,Indian,,,PARG
2117,11056,00011056.txt,149,Jamaica Inn,Du Maurier,Daphne,A_01004,,Garden City/N.Y.,""". : International Collectors Library, American Headquarters""",1936,k,British,,,NOVL
2119,11058,00011058.txt,26,The bachelor of arts,Narayan,R. K.,A_02527,,New York/London,T. Nelson. Nelson,1937,k,Indian,,,PARG
2120,11059,00011059.txt,42,The Hobbit,Tolkien,J. R. R.,A_03392,,,Houghton Mifflin Co.,1937,k,British,,,CTRL
2130,11070,00011070.txt,711,The timeless land,Dark,Eleanor,A_00847,,New York,Macmillan Co.,1941,k,Australian,,,PARG
2134,11077,00011077.txt,859,The ship,Forester,C. S.,A_01221,,Boston,"""Little, Brown & Co.""",1943,k,British,,,CTRL
2135,11079,00011079.txt,28,Green for danger,Brand,Christianna,A_00381,,New York,Dodd Mead,1944,k,British,,,PARG
2138,11082,00011082.txt,740,Hercules: my shipmate,Graves,Robert,A_01438,,New York,Creative Age Press,1945,k,British,,c,SENT
2139,11083,00011083.txt,648,So well remembered,Hilton,James,A_01657,,Boston,"""Little, Brown & Co.""",1945,k,British,,c,CTRL
