BOOK_ID,PUBL_DATE,SUBSET,P(INIT)_INIT,P(INIT)_FINAL
22089,1983,PARG,0,1
22092,1983,SENT,0,1
22112,1983,NOVL,0,0
22117,1983,PARG,0,1
22125,1983,PARG,0,1
22132,1983,PARG,0,1
22138,1983,SENT,0,1
22152,1984,SENT,0,1
22159,1984,SENT,0,1
22161,1984,PARG,0,1
22202,1984,NOVL,1,1
22214,1984,PARG,0,0
22216,1984,SENT,0,1
22237,1984,PARG,0,1
22255,1984,NOVL,0,0
22269,1984,NOVL,0,1
22274,1984,PARG,0,1
22276,1984,NOVL,0,1
22283,1984,SENT,0,1
22322,1985,NOVL,1,1
22326,1985,PARG,0,1
22332,1985,NOVL,0,0
22346,1985,SENT,0,1
22362,1985,SENT,0,1
22367,1985,SENT,0,1
22386,1985,NOVL,0,1
22387,1985,PARG,0,1
22403,1985,NOVL,1,1
22427,1985,PARG,0,1
22429,1985,PARG,0,1
22447,1985,SENT,0,1
22456,1986,NOVL,1,1
22457,1986,PARG,0,1
22460,1986,NOVL,1,1
22468,1986,SENT,0,1
22482,1986,SENT,0,1
22484,1986,NOVL,0,1
22526,1986,PARG,0,1
22537,1986,SENT,0,1
22574,1986,PARG,0,1
22589,1986,PARG,0,1
22604,1986,SENT,0,1
22630,1987,NOVL,0,0
22657,1987,NOVL,0,1
22662,1987,SENT,0,1
22666,1987,NOVL,0,0
22684,1987,PARG,0,0
22688,1987,NOVL,0,1
22701,1987,SENT,0,1
22723,1987,PARG,0,1
22736,1987,SENT,0,1
22756,1987,PARG,0,1
22757,1987,PARG,0,1
22775,1987,SENT,0,1
22812,1988,NOVL,0,0
22835,1988,SENT,0,1
22859,1988,PARG,0,1
22872,1988,SENT,0,1
22883,1988,SENT,0,1
22914,1988,PARG,0,1
22960,1988,NOVL,1,1
22967,1988,SENT,0,1
22973,1988,PARG,0,1
22978,1988,PARG,0,1
22993,1988,NOVL,0,0
23011,1988,NOVL,0,0
23046,1989,PARG,0,1
23075,1989,NOVL,0,1
23094,1989,PARG,0,1
23129,1989,NOVL,0,0
23157,1989,PARG,0,1
23172,1989,SENT,0,1
23184,1989,NOVL,1,1
23194,1989,NOVL,1,1
23198,1989,PARG,0,1
23207,1989,SENT,0,1
23233,1989,SENT,0,1
23247,1990,PARG,0,1
23274,1990,SENT,0,1
23283,1990,SENT,0,1
23296,1990,PARG,0,1
23302,1990,NOVL,1,1
23317,1990,PARG,0,1
23360,1990,NOVL,0,1
23374,1990,NOVL,0,0
23381,1990,SENT,0,1
23401,1990,PARG,0,1
23431,1990,NOVL,0,1
23443,1990,SENT,0,1
23464,1951,SENT,0,1
23466,1951,NOVL,1,0
23467,1951,SENT,0,1
23470,1952,PARG,0,0
23471,1952,PARG,0,1
23475,1953,PARG,0,1
23476,1954,PARG,0,1
23478,1954,PARG,1,1
23479,1954,SENT,0,1
23486,1956,PARG,0,1
23497,1959,PARG,0,1
23501,1960,NOVL,1,1
23504,1961,NOVL,0,0
23505,1962,NOVL,0,0
23511,1963,SENT,0,1
23514,1964,SENT,0,1
23516,1965,PARG,0,0
23517,1965,NOVL,0,1
23525,1967,PARG,0,1
23526,1967,NOVL,0,1
23528,1968,SENT,0,1
23531,1969,PARG,0,1
23532,1969,SENT,0,1
23544,1972,SENT,0,1
23546,1972,SENT,0,1
23550,1974,SENT,0,1
23552,1974,SENT,0,1
23556,1975,PARG,0,1
23566,1978,PARG,0,1
23579,1981,SENT,0,1
23582,1982,PARG,0,1
23598,1986,NOVL,0,1
23610,1989,SENT,0,1
23634,1991,SENT,0,1
23660,1991,PARG,0,1
23662,1991,NOVL,0,1
23694,1991,NOVL,0,0
23712,1991,PARG,0,1
23722,1991,PARG,0,1
23731,1991,NOVL,1,1
23740,1991,SENT,0,1
23757,1992,NOVL,0,1
23762,1992,NOVL,1,1
23787,1992,NOVL,0,0
23795,1992,PARG,0,1
23800,1992,PARG,0,1
23811,1992,PARG,0,1
23816,1992,PARG,0,1
23819,1992,SENT,0,1
23862,1992,SENT,0,1
23869,1992,SENT,0,1
23870,1992,NOVL,0,1
23877,1993,SENT,0,1
23894,1993,SENT,0,1
23921,1993,PARG,0,1
23943,1993,NOVL,0,0
23951,1993,SENT,0,1
23955,1993,PARG,0,1
24017,1994,SENT,0,1
24025,1994,SENT,0,1
24043,1994,SENT,0,1
24082,1994,PARG,0,1
24084,1994,SENT,0,1
24086,1994,PARG,0,1
24091,1994,NOVL,1,1
24115,1994,PARG,0,1
24138,1995,PARG,1,1
24146,1995,SENT,0,1
24158,1995,NOVL,0,0
24161,1995,PARG,0,1
24198,1995,NOVL,1,1
24202,1995,SENT,0,1
24211,1995,PARG,0,1
24217,1995,NOVL,0,0
24234,1995,NOVL,1,1
24236,1995,SENT,0,1
24272,1996,PARG,0,1
24321,1996,NOVL,0,1
24326,1996,PARG,0,1
24367,1996,NOVL,0,0
24374,1996,PARG,0,1
24392,1996,SENT,0,1
24423,1996,NOVL,0,1
24437,1997,NOVL,0,1
24445,1997,PARG,0,1
24500,1997,NOVL,1,1
24513,1997,NOVL,0,1
24523,1997,SENT,0,1
24525,1997,SENT,0,1
24549,1997,PARG,0,1
24586,1997,SENT,0,1
24594,1997,SENT,0,1
24625,1998,NOVL,0,1
24643,1998,SENT,0,1
24657,1998,SENT,0,1
24667,1998,NOVL,0,1
24722,1998,PARG,0,1
24755,1998,PARG,0,1
24765,1998,SENT,0,1
24834,1999,PARG,0,1
24849,1999,PARG,0,1
24855,1999,SENT,0,1
24882,1999,SENT,0,1
24892,1999,NOVL,0,1
24893,1999,NOVL,0,0
24905,1999,NOVL,0,1
24917,1999,SENT,0,1
24923,1999,PARG,0,1
25012,2000,PARG,0,1
25051,2000,SENT,0,1
25067,2000,SENT,0,1
25073,2000,PARG,1,1
25081,2000,PARG,0,1
25082,2000,NOVL,0,1
25138,2000,SENT,0,1
25150,2000,NOVL,0,1
25155,2000,SENT,0,1
25172,2000,NOVL,0,1
25225,1991,SENT,0,1
25265,1991,PARG,0,1
25279,1991,SENT,0,1
25283,1991,NOVL,0,1
25288,1992,SENT,0,1
25382,1993,NOVL,0,1
25388,1993,SENT,0,1
25389,1993,PARG,0,1
25391,1993,PARG,0,1
25397,1993,NOVL,0,1
25412,1993,NOVL,0,1
25445,1994,NOVL,0,0
25497,1994,NOVL,1,1
25520,1994,NOVL,0,1
25529,1994,PARG,1,1
25540,1995,PARG,0,1
25583,1995,SENT,0,1
25637,1996,SENT,0,1
25657,1996,SENT,0,1
25694,1996,NOVL,0,0
25701,1996,PARG,0,1
25713,1996,SENT,0,1
25756,1997,PARG,0,1
25788,1997,PARG,0,1
25802,1997,NOVL,0,0
25848,1998,PARG,0,1
25905,1998,NOVL,1,1
25912,1998,SENT,0,1
25936,1998,PARG,0,1
25963,1998,NOVL,0,1
26022,1999,PARG,0,1
26053,1999,SENT,0,1
26060,1999,NOVL,0,0
26103,2000,NOVL,1,1
26212,2000,PARG,0,1
